,Unnamed: 0,statute,description,subject_no,trr_report_id
21863,21863,720 ILCS 5.0/19-6-A-2,HOME INVASION/CAUSE INJURY,19569770.0,386700
21864,21864,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19569831.0,386703
21865,21865,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19569831.0,386703
21866,21866,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19569831.0,386703
21867,21867,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19569831.0,386703
21868,21868,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19569831.0,386703
21869,21869,9-24-010(B),STOP AT STOP SIGN,19569831.0,386703
21870,21870,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,19570047.0,386901
21871,21871,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19570047.0,386901
21872,21872,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19570137.0,387086
21873,21873,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19570137.0,387086
21874,21874,720 ILCS 5.0/26.5-3-A-5,ELEC HRSMT/THREAT PERS/PROPB  ,19570192.0,387134
21875,21875,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19570192.0,387134
21876,21876,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19570333.0,387534
21877,21877,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19570984.0,388485
21878,21878,720 ILCS 5.0/19-3-A,BURGLARY - RESIDENTIAL,19571045.0,388816
21879,21879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571045.0,388816
21880,21880,625 ILCS 40.0/2-4,RESISTANCE TO OFFICER,19571153.0,388920
21881,21881,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19571153.0,388920
21882,21882,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19571153.0,388920
21883,21883,10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19571162.0,388956
21884,21884,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19571162.0,388956
21885,21885,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19571162.0,388956
21886,21886,625 ILCS 40.0/2-4,RESISTANCE TO OFFICER,19571153.0,388975
21887,21887,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19571153.0,388975
21888,21888,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19571153.0,388975
21889,21889,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19571232.0,389020
21890,21890,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19571258.0,389061
21891,21891,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19571258.0,389061
21892,21892,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19571258.0,389061
21893,21893,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19571249.0,389097
21894,21894,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19571249.0,389097
21895,21895,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19571249.0,389097
21896,21896,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571249.0,389097
21897,21897,10-8-515,SOLICITING UNLAWFUL BUSINESS,19571320.0,389167
21898,21898,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19571320.0,389167
21899,21899,720 ILCS 5.0/24-1.6-A-2,AGG UUW/ON PERSON/2ND,19571320.0,389167
21900,21900,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571320.0,389167
21901,21901,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19571320.0,389167
21902,21902,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19571320.0,389167
21903,21903,10-8-515,SOLICITING UNLAWFUL BUSINESS,19571320.0,389244
21904,21904,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19571320.0,389244
21905,21905,720 ILCS 5.0/24-1.6-A-2,AGG UUW/ON PERSON/2ND,19571320.0,389244
21906,21906,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571320.0,389244
21907,21907,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19571320.0,389244
21908,21908,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19571320.0,389244
21909,21909,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19571507.0,389387
21910,21910,625 ILCS 5.0/6-101,DL EXPIRED MORE THAN A YEAR,19585844.0,415948
21911,21911,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19571767.0,389923
21912,21912,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571767.0,389923
21913,21913,"625 ILCS 5.0/18B-103,392.16",FAILED TO USE SEATBELT,19571738.0,389941
21914,21914,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/LOADED FIR/2+  ,19571738.0,389941
21915,21915,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571738.0,389941
21916,21916,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19571738.0,389941
21917,21917,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19571767.0,389943
21918,21918,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571767.0,389943
21919,21919,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19571872.0,390012
21920,21920,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19571872.0,390012
21921,21921,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19571872.0,390015
21922,21922,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19571872.0,390015
21923,21923,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19571914.0,390066
21924,21924,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19571914.0,390066
21925,21925,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19571990.0,390345
21926,21926,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19572065.0,390548
21927,21927,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572065.0,390548
21928,21928,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19572065.0,390548
21929,21929,8-8-080,INDECENT EXPOSURE URINATING IN PUBLIC,19572065.0,390548
21930,21930,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,390671
21931,21931,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,390671
21932,21932,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,390671
21933,21933,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,390671
21934,21934,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,390671
21935,21935,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,390671
21936,21936,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,390671
21937,21937,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,390671
21938,21938,720 ILCS 5.0/18-1-A,ROBBERY,19580279.0,404883
21939,21939,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,390671
21940,21940,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,390671
21941,21941,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,390671
21942,21942,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,390671
21943,21943,9-40-240(B),HORN-IMPROPER USE,19572208.0,390671
21944,21944,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,390671
21945,21945,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,390671
21946,21946,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,390672
21947,21947,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,390672
21948,21948,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,390672
21949,21949,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,390672
21950,21950,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,390672
21951,21951,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,390672
21952,21952,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,390672
21953,21953,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,390672
21954,21954,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,390672
21955,21955,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,390672
21956,21956,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,390672
21957,21957,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,390672
21958,21958,9-40-240(B),HORN-IMPROPER USE,19572208.0,390672
21959,21959,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,390672
21960,21960,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,390672
21961,21961,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,390691
21962,21962,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,390691
21963,21963,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,390691
21964,21964,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,390691
21965,21965,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,390691
21966,21966,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,390691
21967,21967,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,390691
21968,21968,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,390691
21969,21969,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,390691
21970,21970,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,390691
21971,21971,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,390691
21972,21972,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,390691
21973,21973,9-40-240(B),HORN-IMPROPER USE,19572208.0,390691
21974,21974,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,390691
21975,21975,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,390691
21976,21976,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,390743
21977,21977,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,390743
21978,21978,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,390743
21979,21979,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,390743
21980,21980,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,390743
21981,21981,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,390743
21982,21982,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,390743
21983,21983,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,390743
21984,21984,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,390743
21985,21985,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,390743
21986,21986,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,390743
21987,21987,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,390743
21988,21988,9-40-240(B),HORN-IMPROPER USE,19572208.0,390743
21989,21989,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,390743
21990,21990,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,390743
21991,21991,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,390754
21992,21992,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,390754
21993,21993,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,390754
21994,21994,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,390754
21995,21995,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,390754
21996,21996,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,390754
21997,21997,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,390754
21998,21998,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,390754
21999,21999,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,390754
22000,22000,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,390754
22001,22001,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,390754
22002,22002,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,390754
22003,22003,9-40-240(B),HORN-IMPROPER USE,19572208.0,390754
22004,22004,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,390754
22005,22005,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,390754
22006,22006,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19572256.0,390969
22007,22007,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572256.0,390969
22008,22008,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19572325.0,391170
22009,22009,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19572325.0,391170
22010,22010,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19572325.0,391179
22011,22011,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19572325.0,391179
22012,22012,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19572325.0,391221
22013,22013,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19572325.0,391221
22014,22014,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19572325.0,391237
22015,22015,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19572325.0,391237
22016,22016,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19572325.0,391319
22017,22017,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19572325.0,391319
22018,22018,720 ILCS 5.0/12-3.05-D-5,AGG BATTERY/JUDGE/EMT,19572500.0,391337
22019,22019,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,391477
22020,22020,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,391477
22021,22021,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,391477
22022,22022,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,391477
22023,22023,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,391477
22024,22024,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,391477
22025,22025,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,391477
22026,22026,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,391477
22027,22027,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,391477
22028,22028,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,391477
22029,22029,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,391477
22030,22030,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,391477
22031,22031,9-40-240(B),HORN-IMPROPER USE,19572208.0,391477
22032,22032,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,391477
22033,22033,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,391477
22034,22034,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19572208.0,391501
22035,22035,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19572208.0,391501
22036,22036,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19572208.0,391501
22037,22037,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19572208.0,391501
22038,22038,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,19572208.0,391501
22039,22039,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,19572208.0,391501
22040,22040,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19572208.0,391501
22041,22041,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19572208.0,391501
22042,22042,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19572208.0,391501
22043,22043,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19572208.0,391501
22044,22044,9-40-170,DRIVE MOVE UNSAFE VEHICLE,19572208.0,391501
22045,22045,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19572208.0,391501
22046,22046,9-40-240(B),HORN-IMPROPER USE,19572208.0,391501
22047,22047,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19572208.0,391501
22048,22048,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19572208.0,391501
22049,22049,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19572640.0,391557
22050,22050,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19572640.0,391557
22051,22051,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573163.0,392448
22052,22052,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573238.0,392493
22053,22053,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19573238.0,392493
22054,22054,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19573238.0,392493
22055,22055,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573238.0,392493
22056,22056,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573238.0,392512
22057,22057,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19573238.0,392512
22058,22058,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19573238.0,392512
22059,22059,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19605994.0,452119
22060,22060,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573238.0,392512
22061,22061,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573238.0,392515
22062,22062,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19573238.0,392515
22063,22063,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19573238.0,392515
22064,22064,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573238.0,392515
22065,22065,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573238.0,392577
22066,22066,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19573238.0,392577
22067,22067,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19573238.0,392577
22068,22068,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573238.0,392577
22069,22069,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573238.0,392595
22070,22070,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19573238.0,392595
22071,22071,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19573238.0,392595
22072,22072,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573238.0,392595
22073,22073,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19573238.0,392732
22074,22074,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19573238.0,392732
22075,22075,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19573238.0,392732
22076,22076,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573238.0,392732
22077,22077,720 ILCS 5.0/19-3-A,BURGLARY - RESIDENTIAL,19573384.0,392816
22078,22078,720 ILCS 5.0/19-3-A,BURGLARY - RESIDENTIAL,19573384.0,392830
22079,22079,720 ILCS 5.0/19-3-A,BURGLARY - RESIDENTIAL,19573384.0,392869
22080,22080,10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19573450.0,392918
22081,22081,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19573450.0,392918
22082,22082,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573450.0,392918
22083,22083,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19573450.0,392918
22084,22084,10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19573450.0,392929
22085,22085,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19573450.0,392929
22086,22086,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573450.0,392929
22087,22087,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19573450.0,392929
22088,22088,10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19573450.0,392937
22089,22089,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19573450.0,392937
22090,22090,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573450.0,392937
22091,22091,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19573450.0,392937
22092,22092,10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19573450.0,392952
22093,22093,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19573450.0,392952
22094,22094,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573450.0,392952
22095,22095,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19573450.0,392952
22096,22096,10-8-526,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),19573450.0,392955
22097,22097,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19573450.0,392955
22098,22098,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19573450.0,392955
22099,22099,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19573450.0,392955
22100,22100,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19573567.0,392969
22101,22101,720 ILCS 5.0/12-3.05-E-1,AGG BATTERY/DISCHARGE FIREARM,19573543.0,392972
22102,22102,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19573543.0,392972
22103,22103,720 ILCS 5.0/24-1.2-A-3,AGGR DISCHARGE FIREARM - PO/FIREMAN,19573543.0,392972
22104,22104,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19573543.0,392972
22105,22105,720 ILCS 5.0/12-3.05-E-1,AGG BATTERY/DISCHARGE FIREARM,19573543.0,392997
22106,22106,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19573543.0,392997
22107,22107,720 ILCS 5.0/24-1.2-A-3,AGGR DISCHARGE FIREARM - PO/FIREMAN,19573543.0,392997
