#,weapon_type,firearm_caliber,weapon_description,trr_report_id
5268,FIREARM - REVOLVER,,,430823
5269,HANDS/FISTS,,,430949
5270,HANDS/FISTS,,,430949
5271,HANDS/FISTS,,,430949
5272,"MOUTH (SPIT,BITE,ETC)",,,430963
5273,FIREARM - SEMI-AUTOMATIC,,,431103
5274,FIREARM - SEMI-AUTOMATIC,,,431120
5275,HANDS/FISTS,,,432005
5276,"MOUTH (SPIT,BITE,ETC)",,,432005
5277,HANDS/FISTS,,,432005
5278,HANDS/FISTS,,,432005
5279,FEET,,,432005
5280,HANDS/FISTS,,,432006
5281,HANDS/FISTS,,,432006
5282,FEET,,,432006
5283,HANDS/FISTS,,,432006
5284,"MOUTH (SPIT,BITE,ETC)",,,432006
5285,HANDS/FISTS,,,432070
5286,"MOUTH (SPIT,BITE,ETC)",,,432070
5287,HANDS/FISTS,,,432070
5288,HANDS/FISTS,,,432070
5289,FEET,,,432070
5290,HANDS/FISTS,,,432090
5291,HANDS/FISTS,,,432090
5292,"MOUTH (SPIT,BITE,ETC)",,,432090
5293,HANDS/FISTS,,,432090
5294,HANDS/FISTS,,,432095
5295,HANDS/FISTS,,,432095
5296,"MOUTH (SPIT,BITE,ETC)",,,432404
5297,HANDS/FISTS,,,432582
5298,FEET,,,432582
5299,"MOUTH (SPIT,BITE,ETC)",,,433757
5300,HANDS/FISTS,,,433757
5301,HANDS/FISTS,,,433757
5302,HANDS/FISTS,,,433757
5303,HANDS/FISTS,,,434825
5304,HANDS/FISTS,,,434826
5305,HANDS/FISTS,,,434826
5306,FIREARM - SEMI-AUTOMATIC,,,435637
5307,FEET,,,435637
5308,FIREARM - SEMI-AUTOMATIC,,,435659
5309,OTHER (SPECIFY),,,435871
5310,HANDS/FISTS,,,436100
5311,FEET,,,436100
5312,"MOUTH (SPIT,BITE,ETC)",,,436100
5313,HANDS/FISTS,,,436112
5314,FEET,,,436112
5315,"MOUTH (SPIT,BITE,ETC)",,,436112
5316,FEET,,,436144
5317,"MOUTH (SPIT,BITE,ETC)",,,436144
5318,HANDS/FISTS,,,436144
5319,HANDS/FISTS,,,436159
5320,HANDS/FISTS,,,436159
5321,HANDS/FISTS,,,436203
5322,HANDS/FISTS,,,436828
5323,OTHER (SPECIFY),,,436828
5324,HANDS/FISTS,,,436946
5325,HANDS/FISTS,,,436946
5326,HANDS/FISTS,,,436946
5327,HANDS/FISTS,,,436946
5328,OTHER (SPECIFY),,,437008
5329,FIREARM - SEMI-AUTOMATIC,,,437121
5330,HANDS/FISTS,,,437121
5331,HANDS/FISTS,,,437121
5332,HANDS/FISTS,,,437121
5333,HANDS/FISTS,,,437121
5334,OTHER (SPECIFY),,,437850
5335,OTHER (SPECIFY),,BLACK FINISH PELLET GUN,439141
5336,VEHICLE,,,439434
5337,VEHICLE,,,439442
5338,OTHER (SPECIFY),,CAN OPENER,440711
5339,HANDS/FISTS,,,441002
5340,HANDS/FISTS,,,441022
5341,FEET,,,441022
5342,HANDS/FISTS,,,441026
5343,FIREARM - SEMI-AUTOMATIC,,,441666
5344,FIREARM - SEMI-AUTOMATIC,,,441874
5345,"MOUTH (SPIT,BITE,ETC)",,,442037
5346,HANDS/FISTS,,,442123
5347,HANDS/FISTS,,,442123
5348,HANDS/FISTS,,,442716
5349,HANDS/FISTS,,,442716
5350,KNIFE/OTHER CUTTING INSTRUMENT,,,442755
5351,"MOUTH (SPIT,BITE,ETC)",,,442755
5352,FEET,,,442755
5353,HANDS/FISTS,,,442755
5354,KNIFE/OTHER CUTTING INSTRUMENT,,,442757
5355,"MOUTH (SPIT,BITE,ETC)",,,442757
5356,FEET,,,442757
5357,HANDS/FISTS,,,442757
5358,HANDS/FISTS,,,442825
5359,HANDS/FISTS,,,442870
5360,KNIFE/OTHER CUTTING INSTRUMENT,,,442976
5361,FEET,,,443068
5362,FEET,,,443076
5363,HANDS/FISTS,,,443076
5364,HANDS/FISTS,,,443580
5365,"MOUTH (SPIT,BITE,ETC)",,,443580
5366,HANDS/FISTS,,,443588
5367,HANDS/FISTS,,,443588
5368,FIREARM - SEMI-AUTOMATIC,,,443776
5369,KNIFE/OTHER CUTTING INSTRUMENT,,,444753
5370,HANDS/FISTS,,,445542
5371,FEET,,,445542
5372,HANDS/FISTS,,,445559
5373,FEET,,,445559
5374,HANDS/FISTS,,,445572
5375,HANDS/FISTS,,,445595
5376,FEET,,,445603
5377,HANDS/FISTS,,,445881
5378,FEET,,,446560
5379,OTHER (SPECIFY),,,446572
5380,OTHER (SPECIFY),,,446581
5381,OTHER (SPECIFY),,,446586
5382,HANDS/FISTS,,,446965
5383,FEET,,,447082
5384,FIREARM - SEMI-AUTOMATIC,,,447110
5385,FIREARM - SEMI-AUTOMATIC,,,447114
5386,HANDS/FISTS,,,447206
5387,HANDS/FISTS,,,447206
5388,HANDS/FISTS,,,447308
5389,HANDS/FISTS,,,447308
5390,HANDS/FISTS,,,447622
5391,BLUNT INSTRUMENT,,,447880
5392,FEET,,,448561
5393,"MOUTH (SPIT,BITE,ETC)",,,448561
5394,OTHER (SPECIFY),,,448953
5395,HANDS/FISTS,,,449209
5396,"MOUTH (SPIT,BITE,ETC)",,,449209
5397,HANDS/FISTS,,,449209
5398,KNIFE/OTHER CUTTING INSTRUMENT,,,450266
5399,"MOUTH (SPIT,BITE,ETC)",,,450266
5400,"MOUTH (SPIT,BITE,ETC)",,,450324
5401,HANDS/FISTS,,,450442
5402,HANDS/FISTS,,,450442
5403,OTHER (SPECIFY),,,450713
5404,FIREARM - RIFLE,,,450937
5405,FEET,,,451165
5406,HANDS/FISTS,,,451201
5407,HANDS/FISTS,,,451214
5408,FEET,,,451214
5409,HANDS/FISTS,,,451214
5410,HANDS/FISTS,,,451214
5411,HANDS/FISTS,,,451238
5412,HANDS/FISTS,,,451238
5413,HANDS/FISTS,,,451331
5414,HANDS/FISTS,,,451331
5415,HANDS/FISTS,,,451331
5416,FIREARM - SEMI-AUTOMATIC,,,452119
5417,FIREARM - SEMI-AUTOMATIC,,,452127
5418,FIREARM - SEMI-AUTOMATIC,,,452149
5419,FIREARM - SEMI-AUTOMATIC,,,452181
5420,HANDS/FISTS,,,452381
5421,FEET,,,452381
5422,KNIFE/OTHER CUTTING INSTRUMENT,,,452722
5423,KNIFE/OTHER CUTTING INSTRUMENT,,,452739
5424,HANDS/FISTS,,,452895
5425,KNIFE/OTHER CUTTING INSTRUMENT,,,452905
5426,HANDS/FISTS,,,452905
5427,HANDS/FISTS,,,452905
5428,HANDS/FISTS,,,452905
5429,HANDS/FISTS,,,452905
5430,HANDS/FISTS,,,453028
5431,FIREARM - SEMI-AUTOMATIC,,,453033
5432,HANDS/FISTS,,,453142
5433,HANDS/FISTS,,,453142
5434,FEET,,,453317
5435,BLUNT INSTRUMENT,,,453513
5436,HANDS/FISTS,,,453838
5437,HANDS/FISTS,,,453838
5438,FIREARM - SEMI-AUTOMATIC,,,454543
5439,HANDS/FISTS,,,454615
5440,HANDS/FISTS,,,454680
5441,HANDS/FISTS,,,454680
5442,HANDS/FISTS,,,454680
5443,HANDS/FISTS,,,454680
5444,OTHER (SPECIFY),,POINTED PIECE OF WOOD,454969
5445,KNIFE/OTHER CUTTING INSTRUMENT,,,455604
5446,KNIFE/OTHER CUTTING INSTRUMENT,,,455620
5447,FIREARM - SEMI-AUTOMATIC,,,455854
5448,FIREARM - SEMI-AUTOMATIC,,,455855
5449,HANDS/FISTS,,,455861
5450,HANDS/FISTS,,,455872
5451,FIREARM - SEMI-AUTOMATIC,,,455884
5452,FIREARM - SEMI-AUTOMATIC,,,455892
5453,FIREARM - SEMI-AUTOMATIC,,,455895
5454,HANDS/FISTS,,,456175
5455,HANDS/FISTS,,,456213
5456,OTHER (SPECIFY),,BRICKS / BOTTLES,456247
5457,OTHER (SPECIFY),,BOTTLES / BRICKS,456253
5458,"MOUTH (SPIT,BITE,ETC)",,,456383
5459,HANDS/FISTS,,,456554
5460,"MOUTH (SPIT,BITE,ETC)",,,456554
5461,HANDS/FISTS,,,456570
5462,HANDS/FISTS,,,456570
5463,HANDS/FISTS,,,456570
5464,HANDS/FISTS,,,456570
5465,"MOUTH (SPIT,BITE,ETC)",,,456609
5466,HANDS/FISTS,,,456609
5467,HANDS/FISTS,,,456609
5468,HANDS/FISTS,,,456609
5469,HANDS/FISTS,,,456609
5470,HANDS/FISTS,,,456641
5471,HANDS/FISTS,,,456641
5472,HANDS/FISTS,,,456641
5473,HANDS/FISTS,,,456641
5474,FEET,,,457289
5475,HANDS/FISTS,,,457324
5476,HANDS/FISTS,,,457324
5477,FEET,,,457416
5478,HANDS/FISTS,,,457593
5479,HANDS/FISTS,,,457619
5480,KNIFE/OTHER CUTTING INSTRUMENT,,,458405
5481,FEET,,,458659
5482,FEET,,,458663
5483,HANDS/FISTS,,,459550
5484,HANDS/FISTS,,,459550
5485,HANDS/FISTS,,,459767
5486,FEET,,,459767
5487,HANDS/FISTS,,,459798
5488,HANDS/FISTS,,,459801
5489,FEET,,,459801
5490,"MOUTH (SPIT,BITE,ETC)",,,459801
5491,HANDS/FISTS,,,459801
5492,HANDS/FISTS,,,460046
5493,"MOUTH (SPIT,BITE,ETC)",,,460046
5494,HANDS/FISTS,,,460135
5495,HANDS/FISTS,,,460135
5496,FIREARM - SEMI-AUTOMATIC,,,460156
5497,FIREARM - SEMI-AUTOMATIC,,,460173
5498,FEET,,,460458
5499,BLUNT INSTRUMENT,,,460978
5500,HANDS/FISTS,,,461317
5501,FEET,,,461317
5502,HANDS/FISTS,,,461317
5503,HANDS/FISTS,,,462003
5504,HANDS/FISTS,,,462065
5505,FEET,,,462065
5506,"MOUTH (SPIT,BITE,ETC)",,,462065
5507,HANDS/FISTS,,,462082
5508,FEET,,,462082
5509,"MOUTH (SPIT,BITE,ETC)",,,462082
5510,KNIFE/OTHER CUTTING INSTRUMENT,,,463608
5511,"MOUTH (SPIT,BITE,ETC)",,,464319
5512,KNIFE/OTHER CUTTING INSTRUMENT,,,465045
5513,HANDS/FISTS,,,465989
5514,FEET,,,465989
5515,HANDS/FISTS,,,465989
5516,HANDS/FISTS,,,465989
5517,HANDS/FISTS,,,465989
5518,HANDS/FISTS,,,466003
5519,HANDS/FISTS,,,466003
5520,FEET,,,466003
5521,HANDS/FISTS,,,466003
5522,HANDS/FISTS,,,466003
5523,HANDS/FISTS,,,466141
5524,HANDS/FISTS,,,466143
5525,HANDS/FISTS,,,466143
5526,HANDS/FISTS,,,466143
5527,HANDS/FISTS,,,466143
5528,HANDS/FISTS,,,466752
5529,HANDS/FISTS,,,466752
5530,"MOUTH (SPIT,BITE,ETC)",,,467681
5531,"MOUTH (SPIT,BITE,ETC)",,,467682
5532,HANDS/FISTS,,,467880
5533,"MOUTH (SPIT,BITE,ETC)",,,467880
5534,FEET,,,467880
5535,HANDS/FISTS,,,467891
5536,FEET,,,467891
5537,"MOUTH (SPIT,BITE,ETC)",,,467891
5538,FIREARM - SEMI-AUTOMATIC,,,468337
5539,KNIFE/OTHER CUTTING INSTRUMENT,,,468384
5540,FIREARM - SEMI-AUTOMATIC,,,468454
5541,KNIFE/OTHER CUTTING INSTRUMENT,,,468516
5542,HANDS/FISTS,,,468620
5543,HANDS/FISTS,,,469018
5544,HANDS/FISTS,,,469018
5545,HANDS/FISTS,,,469018
5546,FIREARM - SEMI-AUTOMATIC,,,469448
5547,HANDS/FISTS,,,469634
5548,HANDS/FISTS,,,469634
5549,FEET,,,469634
5550,HANDS/FISTS,,,469678
5551,FEET,,,469678
5552,HANDS/FISTS,,,469687
5553,HANDS/FISTS,,,469687
5554,FEET,,,469687
5555,HANDS/FISTS,,,469687
5556,HANDS/FISTS,,,469687
5557,HANDS/FISTS,,,469731
5558,FEET,,,469731
5559,HANDS/FISTS,,,469731
5560,HANDS/FISTS,,,469731
5561,HANDS/FISTS,,,469734
5562,HANDS/FISTS,,,469740
5563,KNIFE/OTHER CUTTING INSTRUMENT,,,470357
5564,KNIFE/OTHER CUTTING INSTRUMENT,,,470380
5565,KNIFE/OTHER CUTTING INSTRUMENT,,,470399
5566,HANDS/FISTS,,,470683
5567,FEET,,,470683
5568,HANDS/FISTS,,,470683
5569,HANDS/FISTS,,,470683
5570,HANDS/FISTS,,,470685
5571,HANDS/FISTS,,,470685
5572,FEET,,,470685
5573,FEET,,,470691
5574,HANDS/FISTS,,,470691
5575,HANDS/FISTS,,,470691
5576,HANDS/FISTS,,,470691
5577,HANDS/FISTS,,,470711
5578,HANDS/FISTS,,,470711
5579,FEET,,,470711
5580,HANDS/FISTS,,,470711
5581,HANDS/FISTS,,,470711
5582,VEHICLE,,,471613
5583,OTHER (SPECIFY),,PLASTIC BOTTLE,471831
5584,OTHER (SPECIFY),,PLASTIC BOTTLE,471848
5585,OTHER (SPECIFY),,PLASTIC BOTTLE,471852
5586,HANDS/FISTS,,,471867
5587,FEET,,,471867
5588,KNIFE/OTHER CUTTING INSTRUMENT,,,472278
5589,KNIFE/OTHER CUTTING INSTRUMENT,,,472279
5590,"MOUTH (SPIT,BITE,ETC)",,,472279
5591,HANDS/FISTS,,,472420
5592,HANDS/FISTS,,,472453
5593,FEET,,,472453
5594,OTHER (SPECIFY),,PICK AXE,472679
5595,OTHER (SPECIFY),,PICK AXE,472680
5596,OTHER (SPECIFY),,PICK AXE,472713
5597,HANDS/FISTS,,,473160
5598,HANDS/FISTS,,,473160
5599,HANDS/FISTS,,,473160
5600,FEET,,,473189
5601,HANDS/FISTS,,,473189
5602,HANDS/FISTS,,,473191
5603,FEET,,,473191
5604,HANDS/FISTS,,,473384
5605,HANDS/FISTS,,,473384
5606,HANDS/FISTS,,,473387
5607,HANDS/FISTS,,,473387
5608,HANDS/FISTS,,,473388
5609,HANDS/FISTS,,,473388
5610,HANDS/FISTS,,,473392
5611,HANDS/FISTS,,,473392
5612,HANDS/FISTS,,,473402
5613,HANDS/FISTS,,,473402
5614,HANDS/FISTS,,,473577
5615,HANDS/FISTS,,,473607
5616,HANDS/FISTS,,,474076
5617,HANDS/FISTS,,,474076
5618,HANDS/FISTS,,,474224
5619,HANDS/FISTS,,,475708
5620,HANDS/FISTS,,,475708
5621,HANDS/FISTS,,,475708
5622,HANDS/FISTS,,,475708
5623,HANDS/FISTS,,,475992
5624,FEET,,,475992
5625,HANDS/FISTS,,,475992
5626,FEET,,,475993
5627,HANDS/FISTS,,,475993
5628,OTHER (SPECIFY),,ROCK,476167
5629,HANDS/FISTS,,,476198
5630,FEET,,,476198
5631,"MOUTH (SPIT,BITE,ETC)",,,476198
5632,HANDS/FISTS,,,477298
5633,HANDS/FISTS,,,477298
5634,FIREARM - SEMI-AUTOMATIC,,,477489
5635,HANDS/FISTS,,,478007
5636,HANDS/FISTS,,,478186
5637,HANDS/FISTS,,,478937
5638,HANDS/FISTS,,,478975
5639,HANDS/FISTS,,,479005
5640,HANDS/FISTS,,,479011
5641,FEET,,,479814
5642,HANDS/FISTS,,,479814
5643,HANDS/FISTS,,,480101
5644,HANDS/FISTS,,,480101
5645,FEET,,,480101
5646,HANDS/FISTS,,,480101
5647,HANDS/FISTS,,,480101
5648,HANDS/FISTS,,,480144
5649,FEET,,,480144
5650,HANDS/FISTS,,,480144
5651,HANDS/FISTS,,,480144
5652,HANDS/FISTS,,,480144
5653,HANDS/FISTS,,,480305
5654,HANDS/FISTS,,,480305
5655,"MOUTH (SPIT,BITE,ETC)",,,480769
5656,HANDS/FISTS,,,481176
5657,HANDS/FISTS,,,481191
5658,OTHER (SPECIFY),,DOUBLE BLADED SHEARS,481537
5659,HANDS/FISTS,,,482361
5660,HANDS/FISTS,,,483032
5661,FIREARM - SEMI-AUTOMATIC,,,483896
5662,FIREARM - SEMI-AUTOMATIC,,,483914
5663,"MOUTH (SPIT,BITE,ETC)",,,484184
5664,HANDS/FISTS,,,484184
5665,HANDS/FISTS,,,484252
5666,"MOUTH (SPIT,BITE,ETC)",,,484252
5667,HANDS/FISTS,,,484259
5668,"MOUTH (SPIT,BITE,ETC)",,,484259
5669,HANDS/FISTS,,,484261
5670,"MOUTH (SPIT,BITE,ETC)",,,484261
5671,FIREARM - SEMI-AUTOMATIC,,,484265
5672,HANDS/FISTS,,,484277
5673,"MOUTH (SPIT,BITE,ETC)",,,484277
5674,HANDS/FISTS,,,484373
5675,FIREARM - SEMI-AUTOMATIC,,,484447
5676,BLUNT INSTRUMENT,,,484915
5677,BLUNT INSTRUMENT,,,484968
5678,FEET,,,484999
5679,FIREARM - SEMI-AUTOMATIC,,,485296
5680,HANDS/FISTS,,,485296
5681,HANDS/FISTS,,,485296
5682,HANDS/FISTS,,,486600
5683,HANDS/FISTS,,,486600
5684,OTHER (SPECIFY),,,486600
5685,HANDS/FISTS,,,486600
5686,HANDS/FISTS,,,486648
5687,HANDS/FISTS,,,486648
5688,HANDS/FISTS,,,486648
5689,FIREARM - REVOLVER,,,487525
5690,FIREARM - REVOLVER,,,487527
5691,HANDS/FISTS,,,488317
5692,HANDS/FISTS,,,488455
5693,HANDS/FISTS,,,488512
5694,HANDS/FISTS,,,488535
5695,HANDS/FISTS,,,488573
5696,FEET,,,488573
5697,HANDS/FISTS,,,488631
5698,FEET,,,488631
5699,BLUNT INSTRUMENT,,,488646
5700,BLUNT INSTRUMENT,,,488648
5701,HANDS/FISTS,,,489526
5702,HANDS/FISTS,,,489593
5703,HANDS/FISTS,,,489778
5704,HANDS/FISTS,,,489778
5705,HANDS/FISTS,,,489778
5706,"MOUTH (SPIT,BITE,ETC)",,,489828
5707,HANDS/FISTS,,,489828
5708,FIREARM - SEMI-AUTOMATIC,,,489953
5709,HANDS/FISTS,,,490245
5710,"MOUTH (SPIT,BITE,ETC)",,,490254
5711,HANDS/FISTS,,,490254
5712,HANDS/FISTS,,,490254
5713,HANDS/FISTS,,,490255
5714,HANDS/FISTS,,,490255
5715,KNIFE/OTHER CUTTING INSTRUMENT,,,491098
5716,HANDS/FISTS,,,491098
5717,FEET,,,491148
5718,HANDS/FISTS,,,491221
5719,HANDS/FISTS,,,491233
5720,HANDS/FISTS,,,491233
5721,HANDS/FISTS,,,491233
5722,HANDS/FISTS,,,491233
5723,HANDS/FISTS,,,491261
5724,FEET,,,492982
5725,BLUNT INSTRUMENT,,,493086
5726,HANDS/FISTS,,,493100
5727,BLUNT INSTRUMENT,,,493101
5728,BLUNT INSTRUMENT,,,493103
5729,BLUNT INSTRUMENT,,,493126
5730,HANDS/FISTS,,,493134
5731,HANDS/FISTS,,,493895
5732,HANDS/FISTS,,,493914
5733,OTHER (SPECIFY),,,494257
5734,KNIFE/OTHER CUTTING INSTRUMENT,,,494813
5735,KNIFE/OTHER CUTTING INSTRUMENT,,,494814
5736,FIREARM - SEMI-AUTOMATIC,,,494815
5737,FIREARM - SEMI-AUTOMATIC,,,494888
5738,KNIFE/OTHER CUTTING INSTRUMENT,,,494894
5739,FEET,,,494894
5740,"MOUTH (SPIT,BITE,ETC)",,,494894
5741,HANDS/FISTS,,,494894
5742,KNIFE/OTHER CUTTING INSTRUMENT,,,494900
5743,HANDS/FISTS,,,494900
5744,"MOUTH (SPIT,BITE,ETC)",,,494900
5745,FIREARM - SEMI-AUTOMATIC,,,494901
5746,FIREARM - SEMI-AUTOMATIC,,,494904
5747,OTHER (SPECIFY),,A REPLICA PISTOL,495617
5748,HANDS/FISTS,,,495617
5749,HANDS/FISTS,,,495617
5750,HANDS/FISTS,,,495617
5751,HANDS/FISTS,,,495617
5752,OTHER (SPECIFY),,BB GUN,495631
5753,HANDS/FISTS,,,495639
5754,FEET,,,495639
5755,HANDS/FISTS,,,495688
5756,HANDS/FISTS,,,495688
5757,HANDS/FISTS,,,495688
5758,HANDS/FISTS,,,495688
5759,HANDS/FISTS,,,495724
5760,HANDS/FISTS,,,495724
5761,HANDS/FISTS,,,495724
5762,HANDS/FISTS,,,495724
5763,OTHER (SPECIFY),,REPLICA FIREARM PISTOL,495763
5764,HANDS/FISTS,,,495763
5765,HANDS/FISTS,,,495763
5766,FEET,,,495763
5767,OTHER (SPECIFY),,REPLICA FIREARM,495780
5768,HANDS/FISTS,,,495780
5769,HANDS/FISTS,,,495780
5770,OTHER (SPECIFY),,TWO TONE REPLICA FIREARM,495804
5771,FEET,,,495804
5772,HANDS/FISTS,,,495804
5773,HANDS/FISTS,,,495804
5774,FIREARM - SEMI-AUTOMATIC,,,495810
5775,HANDS/FISTS,,,498125
5776,HANDS/FISTS,,,498216
5777,HANDS/FISTS,,,498216
5778,HANDS/FISTS,,,498216
5779,FIREARM - SEMI-AUTOMATIC,,,499083
5780,FIREARM - SEMI-AUTOMATIC,,,499656
5781,HANDS/FISTS,,,500033
5782,HANDS/FISTS,,,500033
5783,HANDS/FISTS,,,500033
5784,HANDS/FISTS,,,500639
5785,HANDS/FISTS,,,500660
5786,"MOUTH (SPIT,BITE,ETC)",,,500660
5787,HANDS/FISTS,,,500677
5788,"MOUTH (SPIT,BITE,ETC)",,,500677
5789,FIREARM - SEMI-AUTOMATIC,,,500811
5790,FIREARM - SEMI-AUTOMATIC,,,500823
5791,FIREARM - SEMI-AUTOMATIC,,,501488
5792,FIREARM - SEMI-AUTOMATIC,,,501614
5793,FIREARM - SEMI-AUTOMATIC,,,501693
5794,HANDS/FISTS,,,501693
5795,HANDS/FISTS,,,501693
5796,HANDS/FISTS,,,501734
5797,HANDS/FISTS,,,501734
5798,HANDS/FISTS,,,501734
5799,HANDS/FISTS,,,501734
5800,HANDS/FISTS,,,501737
5801,HANDS/FISTS,,,501737
5802,HANDS/FISTS,,,501737
5803,HANDS/FISTS,,,501737
5804,FIREARM - SEMI-AUTOMATIC,,,501748
5805,FEET,,,501748
5806,HANDS/FISTS,,,501976
5807,FEET,,,501976
5808,HANDS/FISTS,,,501976
5809,HANDS/FISTS,,,501976
5810,HANDS/FISTS,,,501978
5811,FEET,,,501978
5812,HANDS/FISTS,,,501978
5813,HANDS/FISTS,,,501978
5814,HANDS/FISTS,,,502227
5815,HANDS/FISTS,,,502227
5816,HANDS/FISTS,,,502227
5817,HANDS/FISTS,,,502269
5818,HANDS/FISTS,,,502269
5819,OTHER (SPECIFY),,WROUGHT IRON FENCE/ DOOR,502406
5820,HANDS/FISTS,,,502468
5821,HANDS/FISTS,,,502468
5822,HANDS/FISTS,,,502604
5823,HANDS/FISTS,,,502604
5824,HANDS/FISTS,,,502604
5825,VEHICLE,,,502818
5826,VEHICLE,,,502832
5827,HANDS/FISTS,,,503500
5828,HANDS/FISTS,,,503528
5829,FIREARM - SEMI-AUTOMATIC,,,503884
5830,FIREARM - SEMI-AUTOMATIC,,,503900
5831,KNIFE/OTHER CUTTING INSTRUMENT,,,504920
5832,HANDS/FISTS,,,505579
5833,"MOUTH (SPIT,BITE,ETC)",,,505579
5834,HANDS/FISTS,,,505579
5835,"MOUTH (SPIT,BITE,ETC)",,,505695
5836,HANDS/FISTS,,,505695
5837,HANDS/FISTS,,,505695
5838,HANDS/FISTS,,,506323
5839,"MOUTH (SPIT,BITE,ETC)",,,506323
5840,HANDS/FISTS,,,506323
5841,HANDS/FISTS,,,506323
5842,HANDS/FISTS,,,506323
5843,HANDS/FISTS,,,506324
5844,HANDS/FISTS,,,506324
5845,"MOUTH (SPIT,BITE,ETC)",,,506324
5846,HANDS/FISTS,,,506324
5847,HANDS/FISTS,,,506324
5848,HANDS/FISTS,,,506342
5849,HANDS/FISTS,,,506342
5850,HANDS/FISTS,,,506342
5851,HANDS/FISTS,,,506342
5852,BLUNT INSTRUMENT,,,506363
5853,CHEMICAL WEAPON,,,506709
5854,FIREARM - REVOLVER,,,506720
5855,HANDS/FISTS,,,506720
5856,HANDS/FISTS,,,506720
5857,HANDS/FISTS,,,506720
5858,FIREARM - SEMI-AUTOMATIC,,,507941
5859,FIREARM - SEMI-AUTOMATIC,,,507965
5860,FEET,,,507965
5861,FIREARM - SEMI-AUTOMATIC,,,508020
5862,FIREARM - SEMI-AUTOMATIC,,,508033
5863,FIREARM - SEMI-AUTOMATIC,,,508064
5864,FIREARM - SEMI-AUTOMATIC,,,508074
5865,FIREARM - SEMI-AUTOMATIC,,,508183
5866,HANDS/FISTS,,,508209
5867,FEET,,,508263
5868,FEET,,,508273
5869,HANDS/FISTS,,,508458
5870,HANDS/FISTS,,,508458
5871,HANDS/FISTS,,,508459
5872,HANDS/FISTS,,,508459
5873,KNIFE/OTHER CUTTING INSTRUMENT,,,508529
5874,"MOUTH (SPIT,BITE,ETC)",,,508529
5875,HANDS/FISTS,,,508529
5876,"MOUTH (SPIT,BITE,ETC)",,,508577
5877,FEET,,,508588
5878,FIREARM - SEMI-AUTOMATIC,,,508860
5879,FIREARM - SEMI-AUTOMATIC,,,508872
5880,HANDS/FISTS,,,508888
5881,HANDS/FISTS,,,508888
5882,HANDS/FISTS,,,509141
5883,"MOUTH (SPIT,BITE,ETC)",,,509141
5884,FIREARM - SEMI-AUTOMATIC,,,510737
5885,FIREARM - SEMI-AUTOMATIC,,,511561
5886,HANDS/FISTS,,,511615
5887,HANDS/FISTS,,,511615
5888,HANDS/FISTS,,,511615
5889,HANDS/FISTS,,,511618
5890,HANDS/FISTS,,,511618
5891,HANDS/FISTS,,,511618
5892,FIREARM - SEMI-AUTOMATIC,,,511673
5893,FIREARM - SEMI-AUTOMATIC,,,511677
5894,HANDS/FISTS,,,511847
5895,HANDS/FISTS,,,511847
5896,FEET,,,511906
5897,HANDS/FISTS,,,512436
5898,HANDS/FISTS,,,512436
5899,OTHER (SPECIFY),,CELLPHONE,512720
5900,OTHER (SPECIFY),,CELL PHONE,512744
5901,HANDS/FISTS,,,512917
5902,HANDS/FISTS,,,512973
5903,OTHER (SPECIFY),,VASE,513286
5904,BLUNT INSTRUMENT,,,513512
5905,HANDS/FISTS,,,513512
5906,HANDS/FISTS,,,513512
5907,FEET,,,513512
5908,HANDS/FISTS,,,513512
5909,OTHER (SPECIFY),,TAN REPLICA BB GUN,513819
5910,OTHER (SPECIFY),,,514285
5911,HANDS/FISTS,,,514678
5912,HANDS/FISTS,,,514678
5913,HANDS/FISTS,,,514700
5914,HANDS/FISTS,,,514700
5915,FIREARM - SEMI-AUTOMATIC,,,514760
5916,HANDS/FISTS,,,515018
5917,HANDS/FISTS,,,515018
5918,HANDS/FISTS,,,515018
5919,HANDS/FISTS,,,515021
5920,HANDS/FISTS,,,515021
5921,HANDS/FISTS,,,515021
5922,OTHER (SPECIFY),,HANDCUFFS,515045
5923,HANDS/FISTS,,,515045
5924,HANDS/FISTS,,,515045
5925,HANDS/FISTS,,,515045
5926,FEET,,,515045
5927,HANDS/FISTS,,,515049
5928,HANDS/FISTS,,,515049
5929,HANDS/FISTS,,,515049
5930,OTHER (SPECIFY),,HAND-CUFFS,515071
5931,HANDS/FISTS,,,515071
5932,HANDS/FISTS,,,515071
5933,OTHER (SPECIFY),,HANDCUFFS,515073
5934,HANDS/FISTS,,,515073
5935,HANDS/FISTS,,,515073
5936,FIREARM - SEMI-AUTOMATIC,,,515169
5937,HANDS/FISTS,,,515570
5938,HANDS/FISTS,,,515570
5939,FIREARM - REVOLVER,,,515989
5940,FIREARM - SEMI-AUTOMATIC,,,515993
5941,FIREARM - REVOLVER,,,516004
5942,FIREARM - REVOLVER,,,516007
5943,FIREARM - SEMI-AUTOMATIC,,,516017
5944,FIREARM - REVOLVER,,,516028
5945,FIREARM - SEMI-AUTOMATIC,,,516030
5946,FIREARM - REVOLVER,,,516038
5947,FIREARM - SEMI-AUTOMATIC,,,516071
5948,HANDS/FISTS,,,516550
5949,HANDS/FISTS,,,516550
5950,HANDS/FISTS,,,516550
5951,HANDS/FISTS,,,516593
5952,HANDS/FISTS,,,516593
5953,HANDS/FISTS,,,516738
5954,"MOUTH (SPIT,BITE,ETC)",,,516745
